,detector,text_id,score,mutation,mutation_name
467,CopyLeaks,tr_rus_p_2,1.0,tr_rus,translation russian
468,CopyLeaks,tr_rus_p_18,0.5606796,tr_rus,translation russian
469,CopyLeaks,tr_rus_p_14,1.0,tr_rus,translation russian
470,CopyLeaks,tr_rus_p_16,1.0,tr_rus,translation russian
471,CopyLeaks,tr_rus_p_15,0.66997516,tr_rus,translation russian
472,CopyLeaks,tr_rus_p_5,1.0,tr_rus,translation russian
473,CopyLeaks,tr_rus_p_19,1.0,tr_rus,translation russian
474,CopyLeaks,tr_rus_p_4,0.7643312,tr_rus,translation russian
475,CopyLeaks,tr_rus_p_3,0.76865673,tr_rus,translation russian
476,CopyLeaks,tr_rus_p_6,0.7371007,tr_rus,translation russian
477,CopyLeaks,tr_rus_p_9,1.0,tr_rus,translation russian
478,CopyLeaks,tr_rus_p_8,0.79405034,tr_rus,translation russian
479,CopyLeaks,tr_rus_p_7,0.0,tr_rus,translation russian
